Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
DRG25,OUT017,3163.5083
FDT10,OUT035,1006.8756
FDY32,OUT013,3290.421
FDN50,OUT035,1577.6355
FDZ35,OUT019,235.0973
NCP54,OUT045,2214.383
NCD07,OUT035,1465.5221
FDS02,OUT018,3780.633
DRN59,OUT018,572.27374
DRB24,OUT013,2259.9055
FDP37,OUT027,3710.9124
DRB01,OUT018,2537.7236
FDR47,OUT046,2456.0835
NCM31,OUT010,449.54074
NCF06,OUT027,6507.3364
NCV17,OUT027,3074.7202
FDS10,OUT049,2307.0847
FDN52,OUT035,1323.8822
FDZ48,OUT013,1931.2103
FDJ48,OUT049,3612.2102
DRB13,OUT027,4404.9683
FDV59,OUT017,3769.6345
FDL32,OUT035,1724.1418
FDZ12,OUT035,2625.6978
NCR06,OUT027,544.1537
FDP51,OUT017,2226.8494
FDY22,OUT013,2335.2485
FDZ38,OUT049,3884.0554
NCO54,OUT035,1113.0286
FDR23,OUT035,2440.9346
FDM38,OUT049,806.7509
FDS25,OUT013,1821.4952
FDZ22,OUT013,1276.1605
FDZ20,OUT019,1492.8295
FDD45,OUT010,270.7711
FDN03,OUT049,3235.9375
NCW30,OUT046,1955.7998
FDY24,OUT027,1980.6132
FDJ26,OUT019,98.1912
FDM15,OUT049,2381.03
NCW54,OUT027,2152.3188
FDA23,OUT045,1557.1266
FDA39,OUT019,187.2807
FDZ12,OUT017,2577.922
NCB42,OUT046,2091.8179
FDL16,OUT046,758.6786
FDO24,OUT019,401.14325
NCP42,OUT046,2748.0256
FDR19,OUT018,2050.0098
DRL01,OUT045,5175.3438
FDV37,OUT046,2253.786
FDI41,OUT010,545.51404
FDF58,OUT049,934.89154
NCF43,OUT018,1931.3837
FDN02,OUT049,4146.3667
NCP41,OUT035,1798.9912
NCY17,OUT027,1895.5966
FDL58,OUT027,5257.0605
NCA30,OUT027,5777.6836
FDE46,OUT018,1660.1996
FDY38,OUT035,4287.2437
NCH29,OUT027,2470.532
FDO20,OUT045,2972.782
FDP44,OUT018,1227.2633
FDM02,OUT027,2671.7249
FDJ14,OUT027,2524.2468
FDH04,OUT010,246.70477
DRK23,OUT046,5033.117
NCW05,OUT046,2258.4453
FDF12,OUT049,2293.909
FDL51,OUT019,241.55322
FDN03,OUT018,3951.6868
DRJ37,OUT049,2314.617
FDM12,OUT019,632.905
FDA16,OUT045,4911.3936
NCB07,OUT017,2796.9233
NCI17,OUT019,273.4023
FDR51,OUT046,2466.9065
FDJ55,OUT045,4006.047
NCZ17,OUT013,683.5431
FDU25,OUT013,995.0319
NCG18,OUT045,1637.9268
DRM11,OUT017,4548.008
FDH16,OUT035,1203.8433
FDZ04,OUT018,667.66907
NCX53,OUT035,2544.845
FDX38,OUT027,1269.8625
FDX09,OUT046,3473.535
NCW05,OUT018,1928.5905
NCS41,OUT017,2665.126
FDI26,OUT046,2437.3843
NCZ41,OUT027,3664.4001
NCK06,OUT046,1847.7229
FDX23,OUT027,2463.087
NCA42,OUT046,2567.8762
FDC20,OUT049,818.8998
DRC49,OUT018,1639.8412
FDX01,OUT013,1771.8699
FDC08,OUT045,4032.3992
FDC02,OUT017,5393.8877
FDK10,OUT045,2149.1575
DRC24,OUT013,2627.6965
FDW16,OUT019,310.75244
NCU06,OUT018,3334.6707
DRA59,OUT045,2601.8098
FDR24,OUT019,306.4968
DRL35,OUT018,322.0251
FDA49,OUT013,1251.0117
NCC55,OUT046,544.46423
DRD24,OUT019,106.50968
NCE55,OUT049,3264.357
FDT33,OUT045,2757.2046
NCT53,OUT013,2458.0374
FDS26,OUT046,3117.1274
FDL22,OUT018,1092.2739
FDP44,OUT017,1692.5403
FDC52,OUT018,1690.01
FDI53,OUT010,145.78459
FDZ23,OUT046,2664.2375
NCT18,OUT013,3634.3123
FDR13,OUT046,1621.265
FDB09,OUT010,222.0127
FDZ60,OUT013,1418.057
FDB11,OUT046,3982.655
FDC10,OUT018,1617.0433
FDW56,OUT035,4345.3013
FDK14,OUT027,2093.8738
DRE27,OUT027,2695.1462
FDA38,OUT017,3080.2017
FDT11,OUT045,2287.197
FDP15,OUT035,4076.8193
FDV27,OUT035,1462.2754
FDS36,OUT027,2730.5073
FDY40,OUT027,1242.6381
NCF19,OUT049,841.35675
FDF53,OUT045,3283.121
FDS14,OUT027,3310.6335
FDE56,OUT046,987.0266
FDZ19,OUT035,2583.3489
FDZ46,OUT013,1668.182
FDR16,OUT046,5440.008
FDG29,OUT018,352.30484
NCE30,OUT017,2621.132
FDZ40,OUT046,918.2992
FDG58,OUT018,2206.5632
DRH03,OUT013,1375.9797
FDZ47,OUT045,1234.5144
FDV04,OUT018,2108.2683
FDZ10,OUT018,1885.4009
FDG46,OUT017,2377.7517
NCF07,OUT045,1442.7292
FDY44,OUT035,3115.2373
FDB21,OUT013,2930.4626
FDS20,OUT035,3074.0835
FDS49,OUT049,1398.1697
FDX55,OUT027,4410.44
NCQ02,OUT018,2541.386
FDR25,OUT013,3596.8093
DRG39,OUT045,781.049
FDB46,OUT046,3159.4802
NCC30,OUT018,2341.9731
FDE58,OUT035,1519.4141
FDC05,OUT019,505.9696
FDY15,OUT046,1840.8252
FDG14,OUT046,2433.8276
FDL08,OUT049,2947.4504
FDQ47,OUT013,558.68005
FDN12,OUT035,1908.8324
FDW10,OUT013,2980.6978
FDD02,OUT035,2164.3267
FDX35,OUT010,312.5396
FDT35,OUT046,2973.0376
DRN47,OUT019,280.15994
FDB11,OUT010,584.34174
FDN20,OUT045,2588.259
FDB59,OUT035,2629.7468
FDJ58,OUT045,2888.3247
FDU60,OUT046,3019.3413
FDS03,OUT049,1343.3683
FDU40,OUT019,492.80264
DRH15,OUT049,785.38745
FDD04,OUT027,3028.8022
FDQ01,OUT046,3694.523
FDF28,OUT035,1985.6532
FDD22,OUT010,368.99963
FDY19,OUT046,1945.3531
FDN33,OUT035,1318.7743
FDV36,OUT035,2457.068
FDW01,OUT010,481.36078
FDJ28,OUT049,3050.9146
FDB17,OUT035,3682.4287
FDM40,OUT049,2222.3408
FDV46,OUT045,1993.795
FDQ44,OUT049,1950.1516
NCD42,OUT046,825.8948
DRH37,OUT046,2449.1638
FDR10,OUT018,2586.9075
NCD06,OUT027,1103.9788
FDI53,OUT046,2136.1409
FDG16,OUT035,4135.126
DRB25,OUT046,1627.595
FDY09,OUT046,2715.2148
FDX48,OUT045,2655.9836
FDC03,OUT010,625.72705
FDT47,OUT035,2241.5283
FDW44,OUT027,4322.544
FDT24,OUT017,1321.5574
FDT12,OUT019,400.21396
NCS38,OUT035,2038.8859
FDO39,OUT035,3496.814
FDA13,OUT046,751.07306
FDO48,OUT035,3727.9458
DRJ01,OUT017,1819.4674
FDD53,OUT018,395.05716
NCT05,OUT049,4431.21
FDQ51,OUT045,822.1793
FDU60,OUT013,2596.7354
FDC59,OUT046,834.5967
FDP36,OUT035,1129.4127
NCM19,OUT017,1750.8136
FDL16,OUT035,724.0696
FDE50,OUT018,2524.9688
NCR18,OUT013,578.147
NCD30,OUT035,1763.8888
FDH31,OUT013,1602.5587
FDD56,OUT019,565.54877
FDC47,OUT049,4922.5186
FDZ21,OUT045,1606.5269
FDM01,OUT049,1928.5414
FDF24,OUT013,1288.1316
FDW23,OUT017,664.8735
FDY52,OUT018,696.8215
DRH37,OUT027,4512.5654
DRO47,OUT027,3140.5615
FDR25,OUT049,4267.369
FDQ24,OUT027,5958.6
DRJ51,OUT018,5269.537
NCU06,OUT035,4509.543
NCV18,OUT018,1250.9281
NCC06,OUT027,2883.66
FDZ01,OUT018,1568.0792
FDT14,OUT017,2196.8076
FDD11,OUT019,210.79688
FDN09,OUT017,4601.542
NCO18,OUT010,828.6945
FDZ50,OUT045,3224.3523
FDS44,OUT013,3490.309
FDI36,OUT045,2594.7068
FDA26,OUT010,433.1969
NCY53,OUT049,1899.7906
FDF32,OUT049,3351.6565
FDF59,OUT010,0.0
FDB20,OUT046,1384.0858
DRH11,OUT035,917.76215
FDT03,OUT049,950.0205
NCH06,OUT035,2702.1433
FDR55,OUT049,3374.2695
FDI10,OUT035,2692.6838
FDZ12,OUT045,2363.7427
FDM12,OUT049,2969.2686
DRB25,OUT045,1536.8623
NCS41,OUT013,2488.682
NCT53,OUT049,2969.6677
NCD55,OUT013,568.7452
FDY08,OUT049,2224.5156
NCP55,OUT049,902.63684
FDA33,OUT013,2156.1748
FDQ33,OUT013,2830.104
FDE45,OUT027,4135.0674
FDT26,OUT013,2204.2302
NCV53,OUT049,5247.0293
FDK60,OUT027,2839.0605
NCJ29,OUT046,1192.1654
FDI15,OUT045,6010.155
FDX21,OUT013,1753.3622
FDV49,OUT019,901.2251
DRO59,OUT046,1410.7498
FDZ14,OUT045,1666.6035
FDP32,OUT027,3647.229
FDC33,OUT017,2958.6682
FDT14,OUT010,313.72662
NCN54,OUT027,2033.7417
FDR57,OUT027,4261.7163
DRK12,OUT046,703.7078
FDX52,OUT049,3271.7456
FDX08,OUT010,441.20483
FDP10,OUT010,206.75406
NCP50,OUT045,1217.2162
NCL06,OUT013,4208.1772
FDP25,OUT013,3842.597
FDE53,OUT013,1547.1952
FDL27,OUT017,1231.035
FDC35,OUT049,2977.7083
DRJ47,OUT010,402.7911
FDD16,OUT018,1101.5818
NCN42,OUT049,2512.9563
FDC38,OUT027,3377.8186
NCO07,OUT045,4071.1572
FDQ20,OUT049,631.4031
FDI32,OUT046,1972.2686
FDN20,OUT010,0.0
DRJ51,OUT027,7425.122
FDU08,OUT045,1418.4496
DRN37,OUT019,418.88766
FDD05,OUT010,578.6541
FDW15,OUT046,2551.9182
FDI52,OUT046,2223.053
DRM11,OUT049,2121.5015
NCO06,OUT045,507.86368
FDU38,OUT049,3700.5952
FDU59,OUT018,2230.7026
FDJ10,OUT046,1840.4004
FDM13,OUT049,1558.7732
NCJ30,OUT019,535.96436
FDM45,OUT018,2182.5767
FDP36,OUT045,875.45667
NCD30,OUT010,195.36018
FDN48,OUT017,1621.57
FDY32,OUT049,3161.3284
FDU47,OUT046,2117.866
FDF17,OUT019,439.954
FDP34,OUT017,2502.5566
FDA47,OUT049,2990.8694
DRD27,OUT027,2275.0447
FDW38,OUT045,1194.9073
FDZ15,OUT019,439.84903
FDZ03,OUT027,5524.9795
NCN19,OUT049,3257.9036
FDG02,OUT035,2547.8923
FDS31,OUT035,3440.5986
FDW43,OUT019,564.9103
FDZ47,OUT010,317.58246
FDO57,OUT017,2733.993
NCL07,OUT013,535.8584
NCV42,OUT013,1518.4099
FDP40,OUT017,1767.0731
FDP48,OUT019,657.58374
FDH21,OUT017,2907.1934
NCP02,OUT049,1034.519
FDK24,OUT049,802.9194
FDC41,OUT045,1113.0833
FDF08,OUT017,1436.7274
FDO49,OUT017,572.219
FDS56,OUT027,8737.654
FDX46,OUT018,880.8952
FDQ07,OUT013,4021.1716
FDC32,OUT010,112.43997
FDT21,OUT019,265.2734
FDG58,OUT045,2389.6702
FDW14,OUT049,1307.6616
DRA12,OUT027,3927.5898
FDV27,OUT013,1267.1495
DRD25,OUT013,1865.0671
DRF48,OUT027,4926.827
FDX24,OUT017,1466.9552
DRJ51,OUT046,4162.032
FDE45,OUT045,3101.9678
FDE14,OUT046,1742.8474
FDG53,OUT045,1782.457
FDT08,OUT046,2555.1199
DRC27,OUT027,5471.741
FDG20,OUT035,1934.1115
FDC21,OUT046,1597.5867
FDV31,OUT018,1833.3451
FDB58,OUT045,2333.9094
FDV23,OUT046,2123.3127
FDA25,OUT019,456.0028
FDC15,OUT046,1989.8456
FDU47,OUT049,2118.3728
FDE23,OUT013,853.7274
FDS08,OUT013,2196.7441
FDW03,OUT027,2784.471
FDJ60,OUT018,2178.4146
FDM34,OUT017,2028.1323
FDW33,OUT013,1713.8335
FDZ40,OUT013,803.78186
FDE33,OUT018,1095.379
NCC06,OUT010,436.25494
FDU11,OUT046,1662.5358
FDL44,OUT017,3244.611
NCZ29,OUT017,2055.525
FDG28,OUT010,90.50812
FDL12,OUT018,766.22644
FDD52,OUT017,1609.7628
FDO15,OUT013,1065.7314
NCN29,OUT027,1263.148
FDW36,OUT013,1336.5497
FDB21,OUT046,3426.617
FDZ28,OUT013,1814.3691
FDY10,OUT035,2046.4252
DRG39,OUT017,810.04565
FDN28,OUT013,1340.8489
FDV15,OUT035,2291.7947
DRI13,OUT035,4540.95
FDH20,OUT046,1588.1608
FDY51,OUT013,4059.8486
FDE16,OUT013,3719.6904
FDX40,OUT018,346.2909
FDC48,OUT018,1062.8828
FDS14,OUT046,2196.5374
FDX56,OUT017,5081.78
FDI10,OUT046,2568.7437
FDI14,OUT013,2247.8484
DRM48,OUT013,765.47205
NCH07,OUT027,3604.8027
FDY26,OUT013,5574.3154
FDD02,OUT027,2997.7568
FDM12,OUT046,2681.027
DRF01,OUT010,335.2687
FDV36,OUT046,2558.6084
DRI59,OUT013,4112.287
FDV03,OUT018,2087.9143
FDO39,OUT017,4105.0396
NCB07,OUT018,2941.9395
FDH38,OUT027,2409.5579
FDZ13,OUT035,854.5704
NCZ30,OUT046,1831.8318
NCA06,OUT035,585.01654
FDB04,OUT049,1234.1925
FDN50,OUT013,1315.3944
NCG06,OUT049,2952.3655
NCY17,OUT018,622.7906
FDC23,OUT046,2728.3677
FDK33,OUT049,3012.5322
FDR03,OUT049,3312.9734
FDZ07,OUT045,996.9857
FDO38,OUT013,1367.9404
FDS59,OUT046,1992.8303
DRM11,OUT019,576.50903
FDX52,OUT027,6066.617
DRJ35,OUT018,860.52704
NCP53,OUT046,5162.664
FDW15,OUT019,611.59155
DRI47,OUT045,2405.8726
DRZ11,OUT035,1879.5277
FDS02,OUT013,2587.75
DRD49,OUT018,3366.211
FDW38,OUT049,1191.6754
FDR21,OUT019,277.71368
FDE40,OUT013,888.4395
FDI02,OUT045,2021.0768
FDQ04,OUT045,623.634
FDY14,OUT017,5132.4014
NCT54,OUT046,1667.1581
DRD25,OUT017,1848.7887
DRE01,OUT045,4600.866
FDJ12,OUT010,633.4411
NCZ05,OUT049,1538.5807
DRB25,OUT019,182.74843
NCC31,OUT045,2796.734
FDM16,OUT045,1244.0939
DRG11,OUT049,1752.9202
FDV24,OUT027,3483.3516
FDV43,OUT046,623.472
FDG05,OUT018,2119.2732
FDV23,OUT010,314.74622
FDI58,OUT018,1231.2501
FDQ11,OUT017,4631.3794
FDC05,OUT027,6161.9795
FDF40,OUT013,3555.9065
FDU02,OUT018,3212.8936
FDT32,OUT013,3049.6062
NCF06,OUT017,3710.9167
FDT46,OUT013,959.24744
FDR58,OUT010,116.85887
FDY04,OUT046,2191.9194
FDT58,OUT045,2592.167
FDE46,OUT049,1893.9688
DRH11,OUT017,820.14606
DRI51,OUT046,2398.3052
FDC35,OUT017,2279.616
FDP45,OUT035,3302.6384
FDC45,OUT017,3031.1482
FDU01,OUT045,3184.1553
FDJ53,OUT010,395.05667
FDJ46,OUT017,3051.7656
FDX07,OUT013,2813.5923
NCI30,OUT049,3343.4604
FDE47,OUT027,3528.5938
FDV48,OUT045,1360.3752
FDN16,OUT019,324.418
FDM52,OUT013,2806.336
FDA32,OUT027,4243.0806
FDH05,OUT017,3428.725
FDW25,OUT010,0.0
FDQ09,OUT046,1697.7709
NCM17,OUT010,216.29643
DRM59,OUT046,1939.0569
FDV47,OUT027,2032.6565
DRE15,OUT035,1320.6406
FDS25,OUT010,99.24848
NCZ05,OUT018,1406.123
NCV05,OUT019,337.13464
DRM37,OUT046,3813.8926
FDV58,OUT027,5626.3984
FDN22,OUT027,7560.3877
NCO06,OUT049,648.8865
FDT56,OUT019,226.34654
FDM02,OUT013,1545.7711
FDA09,OUT046,1858.2137
NCC06,OUT035,2604.7437
NCL54,OUT049,3582.331
NCB55,OUT017,867.5263
FDB12,OUT017,1761.356
NCA54,OUT049,3587.8691
NCS38,OUT049,2147.7537
FDC02,OUT049,5249.3916
FDK44,OUT019,266.4227
FDE16,OUT035,4302.0503
NCS05,OUT035,2572.2334
FDZ59,OUT045,3006.1543
FDI20,OUT017,5464.511
FDQ14,OUT046,2358.092
FDF53,OUT017,3307.52
FDW25,OUT017,1432.9231
NCQ43,OUT010,71.01776
FDX52,OUT013,3387.7036
FDE28,OUT045,4021.0632
FDN15,OUT017,2241.9863
FDO28,OUT017,1591.07
FDQ33,OUT045,2909.353
FDM22,OUT010,115.99324
FDJ03,OUT017,796.04193
FDI16,OUT045,788.92474
FDI09,OUT027,6403.969
FDX55,OUT013,4181.382
FDS23,OUT027,3332.6355
DRC12,OUT045,2852.7405
FDH41,OUT049,4195.4546
FDN01,OUT013,2361.7644
FDV55,OUT045,1920.3092
NCJ19,OUT013,928.7036
NCY29,OUT010,145.77841
FDP03,OUT018,1756.5398
FDZ52,OUT045,1524.3983
FDH31,OUT010,310.0421
FDQ19,OUT018,3901.1143
FDS15,OUT035,1994.9907
FDN32,OUT017,3290.1514
FDH32,OUT049,1591.3276
FDF33,OUT017,2317.4473
FDJ22,OUT046,2741.6199
FDG56,OUT010,69.87662
FDC05,OUT046,3147.7324
FDK09,OUT013,3092.1367
NCV29,OUT045,2662.7747
NCC43,OUT019,812.5856
NCA42,OUT049,2655.5503
FDC10,OUT046,1763.8007
FDC16,OUT013,1250.5477
NCL17,OUT013,2002.5718
FDA51,OUT035,1897.012
FDW01,OUT017,2889.3933
NCF30,OUT045,1941.8248
FDN49,OUT013,554.9993
FDY20,OUT045,1358.6177
FDC15,OUT045,1962.9249
FDY24,OUT046,1183.8842
NCG43,OUT017,1605.9484
FDA48,OUT013,3493.7104
NCF55,OUT017,726.6876
FDL38,OUT049,1627.8578
NCQ29,OUT018,2316.284
FDC34,OUT017,3087.9656
FDP36,OUT027,1604.4714
FDN50,OUT010,230.78455
FDO23,OUT049,1593.9453
FDT56,OUT013,985.64594
FDT13,OUT027,4221.96
FDZ03,OUT013,3304.602
FDQ03,OUT010,11.832941
FDU44,OUT045,3277.9749
FDD03,OUT049,4106.226
NCH30,OUT013,1878.0076
FDS60,OUT010,68.27381
FDG08,OUT046,3152.961
FDX38,OUT017,743.3966
FDD22,OUT017,1793.1343
FDW51,OUT013,3192.213
FDL09,OUT017,2472.2126
FDZ60,OUT045,1178.8173
NCH07,OUT046,2726.1057
NCQ41,OUT049,3361.3748
FDW04,OUT049,1909.1162
FDI08,OUT027,6513.0464
FDR19,OUT019,425.10657
FDV13,OUT046,1374.3218
FDB52,OUT017,3289.7397
FDZ48,OUT027,3213.8843
NCO14,OUT049,797.17084
FDZ50,OUT013,3624.4717
FDN27,OUT019,487.1193
FDQ60,OUT013,2259.0542
FDR49,OUT017,835.38214
DRJ35,OUT027,1838.7483
DRI49,OUT017,1313.1696
FDB47,OUT017,3947.8137
FDP37,OUT010,414.1607
FDR26,OUT049,2045.6427
FDY31,OUT019,573.53577
FDC11,OUT045,1389.0828
DRP47,OUT035,5269.6807
NCY54,OUT018,2247.8306
FDR27,OUT046,2444.8408
FDQ21,OUT019,354.6975
NCQ29,OUT035,2895.4653
FDJ02,OUT046,2780.568
FDE21,OUT018,1477.5491
FDM39,OUT046,3133.493
FDZ01,OUT017,1989.9138
NCB19,OUT018,1517.4016
FDU03,OUT046,2562.8743
FDP27,OUT049,3916.3838
DRF01,OUT045,2217.1047
FDM03,OUT049,1878.6559
FDV01,OUT046,2636.0662
FDS16,OUT046,2956.0557
FDO45,OUT035,1619.2432
NCX06,OUT035,2997.7712
FDP13,OUT046,777.7577
NCR38,OUT018,3990.7212
FDA01,OUT013,936.7735
FDT26,OUT017,1896.2721
FDD44,OUT027,7644.544
FDB26,OUT013,899.85016
FDP45,OUT019,554.1386
NCP55,OUT046,952.9174
FDT23,OUT017,1441.7397
FDO51,OUT045,597.7546
FDA44,OUT046,815.02277
NCJ31,OUT018,4177.9346
FDX37,OUT045,1421.0453
NCD18,OUT049,3532.2583
FDN40,OUT027,3088.8887
FDL33,OUT017,2509.9385
DRF48,OUT035,3730.0962
FDW08,OUT035,1587.5867
FDX39,OUT018,2720.9417
FDB38,OUT049,2786.0886
FDY46,OUT018,2582.3264
NCB06,OUT049,2718.639
FDA34,OUT035,4054.6885
FDA35,OUT045,2052.4724
FDQ07,OUT035,3692.153
FDU32,OUT045,1720.2318
FDU26,OUT013,2006.6544
FDU13,OUT010,608.9619
FDO09,OUT035,4484.9385
FDW03,OUT019,333.08377
FDB38,OUT013,2280.2458
FDL26,OUT010,196.57239
NCN43,OUT045,1983.351
FDH08,OUT045,4252.1235
NCC31,OUT019,267.85098
FDH14,OUT035,2301.795
FDL40,OUT017,1570.2472
FDD20,OUT035,2191.46
NCV53,OUT035,6473.1978
FDD16,OUT045,1112.7401
FDP24,OUT035,1558.3446
FDQ25,OUT045,2656.221
FDM38,OUT035,1079.8606
NCT18,OUT010,676.89655
FDM34,OUT049,2052.5093
DRH37,OUT010,281.7727
NCE07,OUT013,1887.6044
FDG12,OUT013,1674.1101
FDB59,OUT010,138.05771
FDS10,OUT018,2786.6907
FDN21,OUT010,560.291
FDM02,OUT045,1381.3407
FDO44,OUT049,1858.3992
NCN17,OUT017,1650.5742
FDH16,OUT018,1114.1115
FDL44,OUT046,2560.6665
FDY47,OUT017,2009.2819
DRI39,OUT046,937.1718
NCX54,OUT018,1665.1606
FDE59,OUT046,550.46454
FDO46,OUT045,2687.9663
DRE13,OUT046,1404.1628
FDW14,OUT013,1230.6143
FDF35,OUT046,1441.9453
FDO50,OUT019,374.63144
DRF49,OUT017,1869.4407
FDT60,OUT049,2149.4124
FDP38,OUT045,595.38916
FDA31,OUT027,4315.7373
FDY52,OUT010,74.60498
FDD03,OUT027,6381.5723
FDN52,OUT018,1193.82
FDU20,OUT010,324.12827
FDD22,OUT035,1705.4908
NCB55,OUT019,136.3432
FDN27,OUT045,1149.3491
FDD16,OUT013,1318.3698
FDW48,OUT046,1096.0447
DRN35,OUT045,724.7621
FDX25,OUT049,3001.674
DRD49,OUT049,3349.7732
FDE21,OUT019,166.60623
FDN44,OUT035,3216.9663
DRC01,OUT049,834.272
NCK30,OUT046,3892.565
FDU39,OUT013,869.57983
FDB49,OUT013,1526.9746
FDS12,OUT045,2493.42
FDR57,OUT018,2240.175
FDX22,OUT027,6165.6367
FDC60,OUT013,2062.628
NCE42,OUT049,2120.252
NCK42,OUT049,3128.6843
DRE01,OUT017,3606.258
FDE57,OUT018,1960.5382
DRK59,OUT019,1031.8279
FDB10,OUT027,5995.1836
FDQ25,OUT046,2427.19
FDY26,OUT017,5795.3354
FDG28,OUT049,3320.694
FDM14,OUT049,1766.563
NCH29,OUT049,1802.4849
FDD48,OUT049,2111.2998
FDC17,OUT045,3621.7205
DRH49,OUT027,1844.2599
FDN44,OUT018,2408.4573
FDC29,OUT045,1769.1188
DRK01,OUT019,214.9266
FDD48,OUT017,2221.762
FDB59,OUT013,2550.8877
FDY45,OUT010,266.4858
FDX60,OUT035,1312.4818
FDT09,OUT010,219.31013
DRB24,OUT018,2112.792
FDL13,OUT035,3741.7266
FDN16,OUT035,1753.508
FDK57,OUT013,1827.4291
FDO22,OUT027,1766.712
FDC57,OUT010,581.45044
FDZ13,OUT027,1588.6844
FDW27,OUT013,2052.5684
FDX10,OUT049,599.409
FDY08,OUT018,1927.2117
FDA49,OUT017,1406.0842
FDC32,OUT018,1164.2965
FDO04,OUT035,813.8815
NCZ54,OUT013,3230.7327
FDY40,OUT045,652.72034
FDW36,OUT045,1228.0948
FDE11,OUT017,4477.6626
DRE37,OUT045,3079.9128
NCK19,OUT017,3852.5332
FDT19,OUT035,2289.4521
FDE56,OUT045,988.9243
FDZ57,OUT010,52.649975
FDB35,OUT035,1677.3059
FDF09,OUT010,13.489269
FDO34,OUT046,2988.684
FDA55,OUT046,4190.6836
NCM18,OUT035,994.237
FDJ20,OUT019,291.7568
DRQ35,OUT019,498.64697
FDG02,OUT013,3062.3674
NCU29,OUT018,2642.6082
FDL27,OUT027,1578.2859
NCA54,OUT035,3314.1724
FDJ32,OUT035,683.339
FDB21,OUT019,672.34357
FDR46,OUT035,2689.7046
FDZ32,OUT046,1431.9983
DRF36,OUT017,3188.7705
NCU54,OUT017,2682.2476
NCI31,OUT017,712.42847
DRA59,OUT035,2063.6807
NCC55,OUT045,453.56143
FDE44,OUT018,570.63916
NCN26,OUT018,1758.7172
FDC11,OUT049,1354.6603
FDV24,OUT035,1919.4215
FDR40,OUT019,190.27483
NCQ17,OUT049,2808.7363
FDC46,OUT045,3202.4617
NCM18,OUT046,1050.2793
FDK16,OUT046,1937.8286
FDI28,OUT017,1182.2032
FDS11,OUT018,2669.2852
DRD13,OUT046,1100.5944
FDL36,OUT035,1444.4847
FDI27,OUT013,578.72974
FDJ53,OUT019,216.1163
FDS44,OUT045,3332.0522
FDE28,OUT046,3561.374
FDQ33,OUT018,2271.616
FDB37,OUT017,4493.745
FDQ31,OUT045,1366.5542
NCQ05,OUT046,2698.6528
FDE10,OUT013,1714.1698
FDF38,OUT017,614.65594
FDE50,OUT019,522.7773
DRG37,OUT010,290.0402
NCH06,OUT049,3305.9158
FDY14,OUT045,4458.332
FDO27,OUT017,1635.906
FDQ19,OUT049,4063.489
FDZ26,OUT019,510.32104
FDN51,OUT013,5487.3013
FDK20,OUT035,2362.9192
FDD40,OUT018,3160.6697
DRI25,OUT018,813.67914
FDH56,OUT017,1897.9744
FDI36,OUT027,5467.9565
DRH11,OUT018,750.6659
NCV18,OUT017,1569.3905
DRI01,OUT049,3257.0894
DRE48,OUT049,2641.1355
FDS51,OUT035,934.93024
FDM38,OUT017,840.74677
FDB60,OUT027,4903.277
FDY58,OUT035,4869.962
FDY22,OUT045,2357.6848
FDF11,OUT027,3994.549
FDZ51,OUT035,1538.3053
FDQ45,OUT017,3338.947
FDF17,OUT035,3830.9705
NCF31,OUT027,3264.1174
FDA37,OUT013,1981.2969
FDO51,OUT046,839.5627
FDF34,OUT013,2368.6604
FDD57,OUT018,1229.4534
FDO37,OUT046,5220.6616
FDR49,OUT049,786.9898
FDS39,OUT049,2257.236
FDI48,OUT027,1617.7827
DRM35,OUT049,3562.6448
FDV57,OUT035,3466.8064
FDZ55,OUT013,2604.3115
FDI28,OUT035,1151.9424
FDS21,OUT045,895.6425
FDT34,OUT013,1898.7034
DRI25,OUT035,1028.7249
FDT47,OUT010,593.88696
DRH39,OUT045,1163.5637
NCD54,OUT045,2017.8318
FDU16,OUT027,2064.5938
NCW29,OUT045,2042.5237
FDV25,OUT027,5291.989
FDM56,OUT035,1480.8964
FDZ04,OUT027,1717.926
FDG59,OUT019,96.05915
FDI56,OUT045,1481.7874
FDS33,OUT035,1613.618
FDC23,OUT049,3304.7825
FDT11,OUT049,2770.8198
FDG17,OUT045,5160.7803
FDZ44,OUT045,1505.5051
FDJ52,OUT013,2227.6597
DRI23,OUT046,2494.4143
DRE15,OUT010,96.55053
NCF07,OUT013,1393.5308
NCR29,OUT049,768.2874
FDE44,OUT019,164.70793
FDT23,OUT035,1491.216
NCG06,OUT017,2679.5615
NCU41,OUT010,983.73785
FDH46,OUT017,1935.7573
FDV31,OUT013,2732.4238
NCT41,OUT027,3680.0825
FDE22,OUT027,3544.7727
FDC26,OUT045,1571.0442
DRF51,OUT017,633.95636
NCY53,OUT019,479.71527
FDY21,OUT017,4297.4526
FDL27,OUT013,1118.2826
FDZ34,OUT049,3840.9329
NCF43,OUT010,558.61176
FDC21,OUT035,1597.2148
FDL26,OUT013,2319.1523
FDT25,OUT010,492.53116
NCR30,OUT046,1175.2933
DRL23,OUT019,425.22006
NCR05,OUT049,2623.3865
NCE19,OUT018,931.30457
FDY07,OUT035,679.0031
FDB10,OUT017,4165.2524
FDP57,OUT013,1573.7179
FDU48,OUT019,368.54486
FDH48,OUT035,1419.9584
FDO33,OUT035,2103.8677
NCU29,OUT045,2136.3354
FDW35,OUT046,658.5703
